index_rows|position|name|date|start|end|minister_number|sex
47|Minister of Aboriginal Affairs and Northern Development|James Moore|15 Feb. – 22 Feb. 2013|2019-02-15|2013-02-22|28|male
48|Minister of Aboriginal Affairs and Northern Development|Bernard Valcourt|22 Feb. 2013 – 4 Nov. 2015|2013-02-22|2015-11-04|28|male
50|Minister of Industry|Jim Prentice|14 Aug. 2007 – 30 Oct. 2008|2007-08-14|2008-10-30|28|male
51|Minister of Industry|Tony Clement|30 Oct. 2008 – 18 May 2011|2008-10-30|2011-05-18|28|male
52|Minister of Industry|Christian Paradis|18 May 2011 – 15 Jul. 2013|2011-05-18|2013-07-15|28|male
53|Minister of Industry|James Moore|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|male
54|Minister of Intergovernmental Affairs|Michael Chong|6 Feb. 2006 – 7 Nov. 2006|2006-02-06|2006-11-07|28|male
55|Minister of Intergovernmental Affairs|Peter Van Loan|7 Nov. 2006 – 4 Jan. 2007|2006-11-07|2007-01-04|28|male
58|Minister of Intergovernmental Affairs|Peter Penashue|18 May 2011 – 14 Mar. 2013|2011-05-18|2013-03-14|28|male
59|Minister of Intergovernmental Affairs|Denis Lebel|14 Mar. 2013 – 4 Nov. 2015|2013-03-14|2015-11-04|28|male
62|Minister for International Cooperation|Julian Fantino|4 July 2012 – 15 Jul. 2013|2012-07-04|2013-07-15|28|male
63|Minister for International Cooperation|Christian Paradis|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|male
64|Minister for International Trade|David Emerson|6 Feb. 2006 – 25 June 2008|2006-02-06|2008-06-25|28|male
65|Minister for International Trade|Michael Fortier|25 June 2008 – 30 Oct. 2008|2008-06-25|2008-10-30|28|male
87|Minister of National Defence|Gordon O'Connor|6 Feb. 2006 – 14 Aug. 2007|2006-02-06|2007-08-14|28|male
86|Associate Minister of National Defence|Julian Fantino|5 Jan. 2015 – 4 Nov. 2015|2015-01-05|2015-11-04|28|male
83|Associate Minister of National Defence|Bernard Valcourt|4 July 2012 – 22 Feb. 2013|2012-07-04|2013-02-22|28|male
82|Associate Minister of National Defence|Julian Fantino|18 May 2011 – 4 July 2012|2011-05-18|2012-07-04|28|male
80|Leader of the Government in the House of Commons|Peter Van Loan|18 May 2011 – 4 Nov. 2015|2011-05-18|2015-11-04|28|male
79|Leader of the Government in the House of Commons|John Baird|6 Aug. 2010 – 18 May 2011|2010-08-06|2011-05-18|28|male
5|Minister for Canada Mortgage and Housing Corporation|David James Walker|20 August 1959-18 July 1962|1959-08-20|1962-07-18|18|male
78|Leader of the Government in the House of Commons|Jay Hill|30 Oct. 2008 – 6 Aug. 2010|2008-10-30|2010-08-06|28|male
76|Leader of the Government in the House of Commons|Rob Nicholson|6 Feb. 2006 – 4 Jan. 2007|2006-02-06|2007-01-04|28|male
72|Minister of Labour|Jean-Pierre Blackburn|6 Feb. 2006 – 30 Oct. 2008|2006-02-06|2008-10-30|28|male
71|Minister of Justice and Attorney General of Canada|Peter MacKay|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|male
70|Minister of Justice and Attorney General of Canada|Rob Nicholson|4 Jan. 2007 – 15 Jul. 2013|2007-01-04|2013-07-15|28|male
0|Minister of the Atlantic Canada Opportunities Agency|Joe McGuire|12 December 2003 – 6 February 2006: |2003-12-12|2006-02-06|27|male
67|Minister for International Trade|Peter Van Loan|19 Jan. 2010 – 18 May 2011|2010-01-19|2011-05-18|28|male
77|Leader of the Government in the House of Commons|Peter Van Loan|4 Jan. 2007 – 30 Oct. 2008|2007-01-04|2008-10-30|28|male
6|Minister for Canada Mortgage and Housing Corporation|Howard Charles Green (acting)|18 July 1962-9 August 1962|1962-07-18|1962-08-09|18|male
8|Minister for the Canadian Wheat Board|Gordon Churchill|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
9|Minister for the Canadian Wheat Board|Alvin Hamilton|11 October 1960-22 April 1963|1960-10-11|1963-04-22|18|male
55|Minister of Northern Affairs and National Resources|Douglas Harkness|21 June 1957-22 August 1957|1957-06-21|1957-08-22|18|male
56|Minister of Northern Affairs and National Resources|Alvin Hamilton|22 August 1957-11 October 1960|1957-08-22|1960-10-11|18|male
57|Minister of Northern Affairs and National Resources|Walter Dinsdale|11 October 1960-22 April 1963|1960-10-11|1963-04-22|18|male
58|Postmaster General|William McLean Hamilton|21 June 1957-18 July 1962|1957-06-21|1962-07-18|18|male
59|Postmaster General|Angus MacLean (acting)|18 July 1962-9 August 1962|1962-07-18|1962-08-09|18|male
61|President of the Queen's Privy Council|John Diefenbaker|21 June 1957-28 December 1961|1957-06-21|1961-12-28|18|male
62|President of the Queen's Privy Council|Noël Dorion|28 December 1961-5 July 1962|1961-12-28|1962-07-05|18|male
63|President of the Queen's Privy Council|John Diefenbaker (acting)|5 July 1962-21 December 1962|1962-07-05|1962-12-21|18|male
64|President of the Queen's Privy Council|John Diefenbaker|21 December 1962-22 April 1963|1962-12-21|1963-04-22|18|male
65|Minister of Public Works|Howard Charles Green|21 June 1957-20 August 1959|1957-06-21|1959-08-20|18|male
66|Minister of Public Works|David James Walker|20 August 1959-18 July 1962|1959-08-20|1962-07-18|18|male
67|Minister of Public Works|Howard Charles Green (acting)|18 July 1962-9 August 1962|1962-07-18|1962-08-09|18|male
70|Secretary of State for Canada and Registrar General|Henri Courtemanche|12 May 1958-19 January 1960|1958-05-12|1960-01-19|18|male
71|Secretary of State for Canada and Registrar General|Léon Balcer (acting)|19 January 1960-11 October 1960|1960-01-19|1960-10-11|18|male
72|Secretary of State for Canada and Registrar General|Noël Dorion|11 October 1960-5 July 1962|1960-10-11|1962-07-05|18|male
73|Secretary of State for Canada and Registrar General|Léon Balcer (acting)|5 July 1962-9 August 1962|1962-07-05|1962-08-09|18|male
74|Secretary of State for Canada and Registrar General|Ernest Halpenny|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
90|Minister without Portfolio|Ernest Halpenny|11 October 1960-9 August 1962|1960-10-11|1962-08-09|18|male
89|Minister without Portfolio|John Thomas Haig|9 October 1957-11 May 1958|1957-10-09|1958-05-11|18|male
88|Minister without Portfolio|James Macdonnell|21 June 1957-20 August 1959|1957-06-21|1959-08-20|18|male
87|Minister without Portfolio|William Joseph Browne|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
86|Minister of Veterans Affairs|Marcel Lambert|12 February 1963-22 April 1963|1963-02-12|1963-04-22|18|male
85|Minister of Veterans Affairs|Gordon Churchill|11 October 1960-12 February 1963|1960-10-11|1963-02-12|18|male
54|Minister of National Revenue|Hugh John Flemming|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
84|Minister of Veterans Affairs|Alfred Johnson Brooks|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
82|Minister of Transport|George Hees|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
81|Minister of Trade and Commerce|Malcolm Wallace McCutcheon|12 February 1963-22 April 1963|1963-02-12|1963-04-22|18|male
79|Minister of Trade and Commerce|George Hees|11 October 1960-8 February 1963|1960-10-11|1963-02-08|18|male
78|Minister of Trade and Commerce|Gordon Churchill|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
76|Solicitor General|William Joseph Browne|11 October 1960-9 August 1962|1960-10-11|1962-08-09|18|male
75|Solicitor General|Léon Balcer|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
83|Minister of Transport|Léon Balcer|11 October 1960-22 April 1963|1960-10-11|1963-04-22|18|male
43|Minister of Employment and Social Development|Pierre Poilievre|9 Feb. 2015 – 4 Nov. 2015|2015-02-09|2015-11-04|28|male
53|Minister of National Revenue|George Nowlan|21 June 1957-9 August 1962|1957-06-21|1962-08-09|18|male
51|Minister of National Health and Welfare|Alfred Johnson Brooks (acting)|21 June 1957-22 August 1957|1957-06-21|1957-08-22|18|male
12|Minister of Citizenship and Immigration|Dick Bell|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
13|Minister for Defence Construction Limited|Howard Charles Green (acting)|21 June 1957-12 May 1958|1957-06-21|1958-05-12|18|male
14|Minister for Defence Construction Limited|Raymond O'Hurley|12 May 1958-22 April 1963|1958-05-12|1963-04-22|18|male
15|Minister of Defence Production|Howard Charles Green (acting)|21 June 1957-12 May 1958|1957-06-21|1958-05-12|18|male
16|Minister of Defence Production|Raymond O'Hurley|12 May 1958-22 April 1963|1958-05-12|1963-04-22|18|male
17|Secretary of State for External Affairs|John Diefenbaker|21 June 1957-13 September 1957|1957-06-21|1957-09-13|18|male
19|Secretary of State for External Affairs|John Diefenbaker (acting)|17 March 1959-4 June 1959|1959-03-17|1959-06-04|18|male
20|Secretary of State for External Affairs|Howard Charles Green|4 June 1959-22 April 1963|1959-06-04|1963-04-22|18|male
21|Minister of Finance and Receiver General|Donald Fleming|21 June 1957-9 August 1962|1957-06-21|1962-08-09|18|male
22|Minister of Finance and Receiver General|George Nowlan|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
23|Minister of Fisheries|Angus MacLean|21 June 1957-22 April 1963|1957-06-21|1963-04-22|18|male
24|Minister of Forestry|Hugh John Flemming|11 October 1960-18 March 1963|1960-10-11|1963-03-18|18|male
25|Minister of Forestry|Martial Asselin|18 March 1963-22 April 1963|1963-03-18|1963-04-22|18|male
28|Minister responsible for Indian Affairs|Dick Bell|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
30|Minister of Justice and Attorney General|Donald Fleming|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
31|Minister of Labour|Michael Starr|21 June 1957-22 April 1963|1957-06-21|1963-04-22|18|male
32|Leader of the Government in the House of Commons|Howard Charles Green|21 June 1957-14 January 1960|1957-06-21|1960-01-14|18|male
50|Minister of National Defence|Gordon Churchill|12 February 1963-22 April 1963|1963-02-12|1963-04-22|18|male
48|Minister of National Defence|Douglas Harkness|11 October 1960-4 February 1963|1960-10-11|1963-02-04|18|male
47|Minister of National Defence|George Pearkes|21 June 1957-11 October 1960|1957-06-21|1960-10-11|18|male
45|Associate Minister of National Defence|Pierre Sévigny|20 August 1959-8 February 1963|1959-08-20|1963-02-08|18|male
42|Minister for National Capital Commission|Howard Charles Green (acting)|18 July 1962-9 August 1962|1962-07-18|1962-08-09|18|male
41|Minister for National Capital Commission|David James Walker|20 August 1959-18 July 1962|1959-08-20|1962-07-18|18|male
52|Minister of National Health and Welfare|Jay Monteith|22 August 1957-22 April 1963|1957-08-22|1963-04-22|18|male
40|Minister of Mines and Technical Surveys|Paul Martineau|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|male
38|Minister of Mines and Technical Surveys|Jacques Flynn|28 December 1961-18 July 1962|1961-12-28|1962-07-18|18|male
37|Minister of Mines and Technical Surveys|Walter Dinsdale (acting)|6 October 1961-28 December 1961|1961-10-06|1961-12-28|18|male
36|Minister of Mines and Technical Surveys|Paul Comtois|7 August 1957-6 October 1961|1957-08-07|1961-10-06|18|male
35|Minister of Mines and Technical Surveys|Léon Balcer (acting)|21 June 1957-7 August 1957|1957-06-21|1957-08-07|18|male
34|Leader of the Government in the Senate|John Thomas Haig|21 June 1957-12 May 1958|1957-06-21|1958-05-12|18|male
33|Leader of the Government in the House of Commons|Gordon Churchill|14 January 1960-22 April 1963|1960-01-14|1963-04-22|18|male
39|Minister of Mines and Technical Surveys|Hugh John Flemming (acting)|18 July 1962-9 August 1962|1962-07-18|1962-08-09|18|male
42|Minister of Employment and Social Development|Jason Kenney|15 Jul. 2013 – 9 Feb. 2015|2013-07-15|2015-02-09|28|male
40|Minister of Employment and Social Development|Monte Solberg|4 Jan. 2007 – 30 Oct. 2008|2007-01-04|2008-10-30|28|male
36|Minister of Health|Tony Clement|6 Feb. 2006 – 30 Oct. 2008|2006-02-06|2008-10-30|28|male
42|Minister of Veterans Affairs|Allan McKinnon|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
43|Minister of State|Martial Asselin (CIDA) (Francophonie)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
44|Minister of State|William Jarvis (Federal-Provincial Relations)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
47|Minister of State|Robert Howie (Transport)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
48|Minister of State|Steve Paproski (Fitness and Amateur Sport and Multiculturalism)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
49|Minister of State|Ron Huntington (Small Businesses and Industry)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
50|Minister of State|Michael Wilson (International Trade)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
2|Minister of Agriculture|Robert Weir|8 August 1930-23 October 1935|1930-08-08|1935-10-23|15|male
5|Minister of Finance and Receiver General|Edgar Nelson Rhodes|3 February 1932-23 October 1935|1932-02-03|1935-10-23|15|male
6|Minister of Fisheries|Edgar Nelson Rhodes|7 August 1930-3 February 1932|1930-08-07|1932-02-03|15|male
7|Minister of Fisheries|Alfred Duranleau (acting)|3 February 1932-17 November 1934|1932-02-03|1934-11-17|15|male
9|Minister of Fisheries|William Gordon Ernst|14 August 1935-23 October 1935|1935-08-14|1935-10-23|15|male
10|Minister of Immigration and Colonization|Wesley Ashton Gordon|7 August 1930-3 February 1932|1930-08-07|1932-02-03|15|male
11|Minister of Immigration and Colonization|Wesley Ashton Gordon (acting)|3 February 1932-23 October 1935|1932-02-03|1935-10-23|15|male
12|Minister of the Interior and Superintendent-General of Indian Affairs|Thomas Gerow Murphy|8 August 1930-23 October 1935|1930-08-08|1935-10-23|15|male
13|Minister of Justice and Attorney General|Hugh Guthrie|7 August 1930-14 August 1935|1930-08-07|1935-08-14|15|male
14|Minister of Justice and Attorney General|George Reginald Geary|14 August 1935-23 October 1935|1935-08-14|1935-10-23|15|male
31|Postmaster General|Samuel Gobeil|16 August 1935-23 October 1935|1935-08-16|1935-10-23|15|male
30|Postmaster General|Arthur Sauvé|7 August 1930-16 August 1935|1930-08-07|1935-08-16|15|male
29|Minister of Pensions and National Health|Donald Matheson Sutherland|17 November 1934-23 October 1935|1934-11-17|1935-10-23|15|male
28|Minister of Pensions and National Health|Murray MacLaren|7 August 1930-17 November 1934|1930-08-07|1934-11-17|15|male
27|Minister of National Revenue|Earl Lawson|14 August 1935-23 October 1935|1935-08-14|1935-10-23|15|male
26|Minister of National Revenue|Robert Charles Matthews|6 December 1933-14 August 1935|1933-12-06|1935-08-14|15|male
41|President of the Treasury Board|Sinclair Stevens|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
25|Minister of National Revenue|Edmond Baird Ryckman|7 August 1930-6 December 1933|1930-08-07|1933-12-06|15|male
22|Minister of Mines|Wesley Ashton Gordon|8 August 1930-23 October 1935|1930-08-08|1935-10-23|15|male
21|Minister of Marine|Lucien Henri Gendron|30 August 1935-23 October 1935|1935-08-30|1935-10-23|15|male
19|Minister of Marine|Alfred Duranleau|7 August 1930-20 July 1935|1930-08-07|1935-07-20|15|male
18|Leader of the Government in the Senate|Arthur Meighen|3 February 1932-23 October 1935|1932-02-03|1935-10-23|15|male
16|Minister of Labour|Wesley Ashton Gordon|3 February 1932-23 October 1935|1932-02-03|1935-10-23|15|male
15|Minister of Labour|Lucien Henri Gendron|7 August 1930-3 February 1932|1930-08-07|1932-02-03|15|male
23|Minister of National Defence|Donald Matheson Sutherland|7 August 1930-17 November 1934|1930-08-07|1934-11-17|15|male
33|Minister of Public Works|Hugh Alexander Stewart|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|male
40|Minister of Transport|Don Mazankowski|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
38|Minister responsible for the Status of Women|David MacDonald|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
1|Minister of Agriculture|John Wise|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
2|Minister responsible for the Canadian Dairy Commission|John Wise|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
4|Minister responsible for Canada Mortgage and Housing Corporation|Elmer MacKay|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
5|Minister for the Canadian Wheat Board|Don Mazankowski|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
6|Minister of Communications|David MacDonald|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
7|Minister of Consumer and Corporate Affairs and Registrar General|Allan Lawrence|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
8|Minister responsible for Defence Construction Limited|Allan McKinnon|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
9|Minister of State for Economic Development|Robert de Cotret|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
10|Minister of Employment and Immigration|Ron Atkey|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
12|Minister of the Environment|John Allen Fraser|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
14|Minister of Finance|John Crosbie|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
15|Minister of Fisheries and Oceans|James McGrath|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
16|Minister of Indian Affairs and Northern Development|Jake Epp|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
17|Minister of Industry, Trade, and Commerce|Robert de Cotret|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
18|Minister of Justice and Attorney General|Jacques Flynn|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
19|Minister of Labour|Lincoln Alexander|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
20|Leader of the Government in the House of Commons|Walter Baker|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
37|Minister responsible for Standards Council of Canada|Allan Lawrence|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
36|Solicitor General|Allan Lawrence|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
35|Secretary of State for Canada|David MacDonald|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
32|Minister responsible for Royal Canadian Mint|Roch La Salle|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
31|Minister of Regional Economic Expansion|Elmer MacKay|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
30|Minister of Public Works|Erik Nielsen|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
39|Minister of Supply and Services and Receiver General|Roch La Salle|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
29|President of the Privy Council|Walter Baker|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
27|Minister of National Revenue|Walter Baker|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
26|Minister of National Health and Welfare|David Crombie|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
25|Minister of National Defence|Allan McKinnon|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
23|Minister responsible for National Capital Commission|Erik Nielsen|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
22|Minister responsible for Metric Commission|Allan Lawrence|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
21|Leader of the Government in the Senate|Jacques Flynn|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
28|Postmaster General|John Allen Fraser|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
91|Minister without Portfolio|Malcolm Wallace McCutcheon|9 August 1962-12 February 1963|1962-08-09|1963-02-12|18|male
34|Minister of Railways and Canals|Robert James Manion|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|male
36|Solicitor General|Maurice Dupré|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|male
45|Minister responsible for Small Business|Rob Nicholson|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
46|Minister of Small Communities and Rural Areas|Charles Mayer|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
47|Minister responsible for Standards Council of Canada|Jean Charest|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
49|Minister of Supply and Services and Receiver General|Paul Dick|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
50|Minister of Transport|Jean Corbeil|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
51|President of the Treasury Board|Jim Edwards|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
52|Minister of Veterans Affairs|Peter McCreath|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
53|Minister of Western Economic Diversification|Larry Schneider|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
1|Prime Minister of Canada|Stephen Harper|February 6, 2006 – 4 November 2015|2006-02-06|2015-11-04|28|male
2|Minister of Agriculture and Agri-Food|Chuck Strahl|6 Feb. 2006 – 14 Aug. 2007|2006-02-06|2007-08-14|28|male
4|Minister for the purpose of the Atlantic Canada Opportunities Agency Act|Peter MacKay|6 Feb. 2006 – 19 Jan. 2010|2006-02-06|2010-01-19|28|male
5|Minister for the purpose of the Atlantic Canada Opportunities Agency Act|Keith Ashfield|19 Jan. 2010 – 14 Jul. 2013|2010-01-19|2013-07-14|28|male
6|Minister for the purpose of the Atlantic Canada Opportunities Agency Act|Bernard Valcourt|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|male
9|Minister of Canadian Heritage|James Moore|30 Oct. 2008 – 14 Jul. 2013|2008-10-30|2013-07-14|28|male
11|Minister of Citizenship and Immigration|Monte Solberg|6 Feb. 2006 – 4 Jan. 2007|2006-02-06|2007-01-04|28|male
13|Minister of Citizenship and Immigration|Jason Kenney|30 Oct. 2008 – 14 Jul. 2013|2008-10-30|2013-07-14|28|male
15|Minister of the Economic Development Agency of Canada for the Regions of Quebec|Jean-Pierre Blackburn|6 Feb. 2006 – 30 Oct. 2008|2006-02-06|2008-10-30|28|male
35|Minister of Foreign Affairs|Rob Nicholson|9 Feb. 2015 – 4 Nov. 2015|2015-02-09|2015-11-04|28|male
34|Minister of Foreign Affairs|John Baird|18 May 2011 – 3 Feb. 2015|2011-05-18|2015-02-03|28|male
33|Minister of Foreign Affairs|Lawrence Cannon|30 Oct. 2008 – 18 May 2011|2008-10-30|2011-05-18|28|male
32|Minister of Foreign Affairs|David Emerson|29 May 2008 – 30 Oct. 2008|2008-05-29|2008-10-30|28|male
30|Minister of Foreign Affairs|Peter MacKay|6 Feb. 2006 – 14 Aug. 2007|2006-02-06|2007-08-14|28|male
28|Minister of Fisheries and Oceans|Keith Ashfield|18 May 2011 – 15 Jul. 2013|2011-05-18|2013-07-15|28|male
44|Solicitor General|Doug Lewis|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
25|Minister of Finance|Joe Oliver|19 Mar. 2014 – 4 Nov. 2015|2014-03-19|2015-11-04|28|male
22|Minister of the Environment|Peter Kent|4 Jan. 2011 – 15 Jul. 2013|2011-01-04|2013-07-15|28|male
21|Minister of the Environment|John Baird|5 Nov. 2010 – 4 Jan. 2011|2010-11-05|2011-01-04|28|male
20|Minister of the Environment|Jim Prentice|30 Oct. 2008 – 5 Nov. 2010|2008-10-30|2010-11-05|28|male
19|Minister of the Environment|John Baird|4 Jan. 2007 – 30 Oct. 2008|2007-01-04|2008-10-30|28|male
17|Minister of the Economic Development Agency of Canada for the Regions of Quebec|Denis Lebel|18 May 2011 – 4 Nov. 2015|2011-05-18|2015-11-04|28|male
16|Minister of the Economic Development Agency of Canada for the Regions of Quebec|Christian Paradis|30 Oct. 2008 – 18 May 2011|2008-10-30|2011-05-18|28|male
24|Minister of Finance|Jim Flaherty|6 Feb. 2006 – 18 Mar. 2014|2006-02-06|2014-03-18|28|male
35|Secretary of State for Canada and Registrar General|Charles Cahan|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|male
42|Minister for Science|Rob Nicholson|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
40|Minister of Public Works|Paul Dick|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
37|Minister of Trade and Commerce|Henry Herbert Stevens|7 August 1930-27 October 1934|1930-08-07|1934-10-27|15|male
39|Minister of Trade and Commerce|Richard Hanson|17 November 1934-23 October 1935|1934-11-17|1935-10-23|15|male
40|Minister without Portfolio|John Alexander Macdonald|7 August 1930-14 August 1935|1930-08-07|1935-08-14|15|male
42|Minister without Portfolio|Arthur Meighen|3 February 1932-23 October 1935|1932-02-03|1935-10-23|15|male
43|Minister without Portfolio|Onésime Gagnon|30 August 1935-23 October 1935|1935-08-30|1935-10-23|15|male
44|Minister without Portfolio|William Earl Rowe|30 August 1935-23 October 1935|1935-08-30|1935-10-23|15|male
1|Deputy Prime Minister|Jean Charest|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
2|Minister of Agriculture|Charles Mayer|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
4|Minister for the Atlantic Canada Opportunities Agency|Ross Reid|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
5|Minister responsible for the Canadian Dairy Commission|Charles Mayer|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
7|Minister responsible for Canada Mortgage and Housing Corporation|Paul Dick|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
8|Minister responsible for Canada Post Corporation|Larry Schneider|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
9|Minister responsible for the Canadian Wheat Board|Charles Mayer|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
11|Minister of Consumer and Corporate Affairs and Registrar General|Jean Charest|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
12|Minister responsible for Defence Construction Canada|Paul Dick|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
13|Minister of Employment and Immigration|Bernard Valcourt|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
15|Minister of the Environment|Pierre H. Vincent|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
39|Minister of Public Security|Doug Lewis|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
38|President of the Privy Council|Pierre Blais|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
37|Minister of National Revenue|Garth Turner|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
35|Minister of National Defence|Tom Siddon|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
31|Leader of the Government in the Senate|Lowell Murray|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
30|Leader of the Government in the House of Commons|Doug Lewis|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
41|Minister responsible for Royal Canadian Mint|Paul Dick|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
29|Minister of Labour|Bernard Valcourt|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
26|Minister of International Trade|Tom Hockin|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
25|Minister of Industry, Science and Technology|Jean Charest|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
22|Minister of Fisheries and Oceans|Ross Reid|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
21|Minister of Finance|Gilles Loiselle|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
20|Minister responsible for the Federal Office of Regional Development – Quebec|Jean Charest|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
16|Federal Interlocutor for Métis and Non-Status Indians|Jim Edwards|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
27|Minister of Justice and Attorney General|Pierre Blais|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|male
92|Minister without Portfolio|Frank Charles McGee|18 March 1963-22 April 1963|1963-03-18|1963-04-22|18|male
68|Minister for International Trade|Edward Fast|18 May 2011 – 4 Nov. 2015|2011-05-18|2015-11-04|28|male
